config_id	objective	avg_mse_biozero	avg_mse	thr_drop	disp_mode	disp_const	use_cell_factor	tau_dispersion	tau_group_dispersion	tau_dropout	p_zero	p_nz	noise_min	noise_max	hidden	bottleneck	dropout	use_residual	epochs	batch_size	lr	weight_decay	loss_bio_weight	loss_nz_weight	bio_reg_weight	recon_weight	p_low	p_high	post_threshold	post_threshold_scale	post_threshold_gamma	post_gene_quantile	post_gene_scale	post_gene_gamma	post_gene_ref	keep_positive	hard_zero_bio	oracle_bio	blend_alpha	blend_gamma	p_bio_temp	p_bio_bias	bio_model	bio_model_mix	poisson_scale	post_bio_temp	post_bio_bias	calib_method	calib_blend	calib_platt_l2	calib_platt_max_iter	calib_platt_lr	calib_platt_use_logit	calib_platt_balance	calib_max_samples	sup_bio_weight	sup_bio_l2	sup_bio_lr	sup_bio_epochs	sup_bio_balance	sup_bio_max_samples	sup_bio_method	sup_bio_min_count	sup_bio_var_floor	lowrank_weight	lowrank_rank	lowrank_iters	ae_bio_weight	ae_bio_cap_weight	ae_bio_temp	ae_bio_quantile	ae_bio_union	gene_boost	gene_boost_gamma	gene_nz_boost	gene_nz_boost_gamma	gene_nz_mix	gene_nz_mix_gamma	gene_rare_threshold	gene_rare_pbio	cell_zero_weight	cell_depth_boost	cell_depth_gamma	cluster_weight	cluster_gamma	cluster_k	cluster_pcs	shrink_alpha	shrink_gamma	zero_shrink	zero_cap_quantile	zero_cap_scale	zero_cap_ref	expr_bio_weight	expr_bio_cap_weight	expr_bio_temp	expr_bio_bias	expr_bio_quantile	expr_bio_scale	expr_bio_union	expr_bio_expected	expr_bio_mix	knn_bio_weight	knn_bio_temp	knn_bio_quantile	knn_k	knn_bio_union	clip_negative	calibrate_p_bio	calibrate_p_bio_mode	calibrate_frac_scale_grid	calibrate_bin_count	calibrate_lambda_mse
11	0.9335422307252883	0.6065098792314529	0.46718907356262207	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.7	4.0	obs	True	True	False	0.3	2.0	2.5	1.0	splat	0.7	1.0	1.0	0.0	none	1.0	0.0	120	0.2	True	True	20000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.3	0.6	0.2	True	0.0	1.0	0.0	4.0	0.0	2.0	-1.0	0.0	0.6	0.0	1.0	0.0	2.0	2	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
12	0.9308960787951945	0.6021224334836006	0.46967663615942	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.05	0.0	4.0	0.1	0.5	4.0	obs	True	True	False	0.3	2.0	2.5	1.0	splat	0.7	2.0	1.0	0.0	none	0.8	0.0	200	0.05	True	True	50000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.0	0.6	0.6	False	0.0	4.0	0.0	2.0	0.0	4.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	2	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
13	0.863851597905159	0.5212466269731522	0.48943567276000977	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	obs	True	True	False	0.3	2.0	2.0	0.5	splat	0.7	0.5	1.0	0.0	none	1.0	0.01	200	0.05	True	True	20000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.9	1.0	0.6	False	0.0	2.0	0.0	2.0	0.0	2.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	2	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
14	0.8137132234871387	0.44043921679258347	0.5332485809922218	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.05	0.0	4.0	0.1	0.5	4.0	obs	True	True	False	0.3	2.0	2.0	1.0	splat	0.7	0.5	1.0	0.0	none	1.0	0.0	120	0.2	True	True	20000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.3	1.0	0.2	True	0.0	2.0	0.0	2.0	0.0	4.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	4	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
15	0.9308960787951945	0.6021224334836006	0.46967663615942	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.05	0.0	4.0	0.1	0.7	4.0	obs	True	True	False	0.3	2.0	2.5	1.0	splat	0.3	0.5	1.0	0.0	none	0.8	0.1	120	0.2	True	True	50000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.0	0.3	0.6	False	0.0	1.0	0.0	2.0	0.0	4.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	2	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
16	0.8812799915671348	0.5309482291340828	0.5004739463329315	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.05	0.0	4.0	0.1	0.7	4.0	obs	True	True	False	0.3	2.0	2.5	1.5	splat	0.7	1.0	1.0	0.0	none	1.0	0.01	200	0.2	True	True	20000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.0	0.1	0.2	True	0.0	2.0	0.0	2.0	0.0	1.0	-1.0	0.0	0.6	0.0	1.0	0.0	2.0	3	20	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
17	0.7512467175722122	0.1796962320804596	0.8165006935596466	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.05	0.0	4.0	0.1	0.5	4.0	obs	True	True	False	0.3	2.0	1.5	1.5	splat	0.5	1.0	1.0	0.0	none	0.8	0.01	200	0.05	True	True	50000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.9	0.1	0.2	True	0.0	1.0	0.0	1.0	0.0	2.0	-1.0	0.0	0.6	0.0	1.0	0.0	2.0	4	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
18	0.8812799915671348	0.5309482291340828	0.5004739463329315	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.05	0.0	4.0	0.1	0.5	4.0	obs	True	True	False	0.3	2.0	2.5	1.5	splat	0.7	0.5	1.0	0.0	none	0.6	0.0	200	0.1	True	True	20000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.0	1.0	0.4	True	0.0	2.0	0.0	2.0	0.0	4.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	4	20	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
19	0.751081983372569	0.17548350803554058	0.822283536195755	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	obs	True	True	False	0.3	2.0	1.5	1.5	splat	0.7	0.5	1.0	0.0	none	1.0	0.0	120	0.2	True	True	50000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.0	0.6	0.2	False	0.0	2.0	0.0	4.0	0.0	4.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	2	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
20	0.9815983489155768	0.6679132655262947	0.4481215476989746	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.7	4.0	obs	True	True	False	0.3	2.0	2.5	0.5	splat	0.7	1.0	1.0	0.0	none	0.8	0.01	120	0.2	True	True	20000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.0	0.1	0.4	False	0.0	1.0	0.0	4.0	0.0	4.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	2	20	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
21	0.9414831772446632	0.6178470253944397	0.46233735978603363	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.05	0.0	4.0	0.1	0.7	4.0	obs	True	True	False	0.3	2.0	2.5	1.0	splat	0.5	0.5	1.0	0.0	none	0.6	0.1	120	0.2	True	True	20000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.6	1.0	0.2	False	0.0	1.0	0.0	2.0	0.0	4.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	3	20	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
22	0.8090246476233005	0.43119122833013535	0.5397620275616646	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	obs	True	True	False	0.3	2.0	2.0	1.0	splat	0.5	1.0	1.0	0.0	none	0.6	0.01	120	0.2	True	True	50000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.3	0.1	0.6	True	0.0	1.0	0.0	2.0	0.0	4.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	4	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
23	0.7509306140244006	0.1765543483197689	0.8205375224351883	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.05	0.0	4.0	0.1	0.5	4.0	obs	True	True	False	0.3	2.0	1.5	1.5	splat	0.3	2.0	1.0	0.0	none	1.0	0.1	200	0.2	True	True	20000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.3	0.6	0.8	True	0.0	1.0	0.0	2.0	0.0	1.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	4	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
24	0.7336212687194348	0.2426237054169178	0.701425090432167	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.05	0.0	4.0	0.1	0.5	4.0	obs	True	True	False	0.3	2.0	1.5	1.0	splat	0.5	4.0	1.0	0.0	none	0.8	0.1	200	0.2	True	True	50000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.3	0.3	0.2	False	0.0	4.0	0.0	2.0	0.0	1.0	-1.0	0.0	0.6	0.0	1.0	0.0	2.0	4	20	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
25	0.8537495553493499	0.5053443536162376	0.49772171676158905	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	obs	True	True	False	0.3	2.0	2.0	0.5	splat	0.3	0.5	1.0	0.0	none	0.6	0.1	200	0.2	True	True	50000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.0	1.0	0.2	False	0.0	2.0	0.0	2.0	0.0	1.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	4	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
26	0.7510618761181831	0.1754835844039917	0.8222547024488449	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.7	4.0	obs	True	True	False	0.3	2.0	1.5	1.5	splat	0.7	2.0	1.0	0.0	none	1.0	0.0	120	0.1	True	True	20000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.3	0.1	0.6	False	0.0	4.0	0.0	1.0	0.0	1.0	-1.0	0.0	0.6	0.0	1.0	0.0	1.0	4	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
27	0.7798040777444839	0.36998746544122696	0.5854523032903671	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.7	4.0	obs	True	True	False	0.3	2.0	2.0	1.5	splat	0.7	1.0	1.0	0.0	none	0.6	0.0	200	0.1	True	True	50000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.9	1.0	0.8	True	0.0	1.0	0.0	2.0	0.0	1.0	-1.0	0.0	0.6	0.0	1.0	0.0	2.0	2	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
28	0.7781480640172957	0.36325186491012573	0.5927088558673859	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.7	4.0	obs	True	True	False	0.3	2.0	2.0	1.5	splat	0.5	1.0	1.0	0.0	none	1.0	0.0	120	0.2	True	True	50000	0.0	0.0	0.1	120	True	30000	logit	5	0.001	0.0	32	1	0.0	0.9	0.1	0.2	True	0.0	1.0	0.0	1.0	0.0	2.0	-1.0	0.0	0.6	0.0	1.0	0.0	2.0	4	10	0.0	4.0	1.0	-1.0	1.0	obs	0.0	0.0	1.0	0.0	-1.0	1.0	False	log	0.5	0.0	1.0	-1.0	5	False	False	False	global	0.5,0.75,1.0,1.25,1.5	5	0.7
